turn,stm_candidates,ltm_candidates,duplicates_removed,final_set_size,ltm_episodes_in_final_set,provenance_list
48,6,0,0,6,0,"[{""episode_id"":""461ca34a-8299-40ed-93aa-6fec635580a6"",""provenance"":""stm""},{""episode_id"":""af2be6aa-378f-4aca-b542-bba94f7f84d4"",""provenance"":""stm""},{""episode_id"":""b0680986-d9bd-42cb-b6de-f75146f1fe33"",""provenance"":""stm""},{""episode_id"":""f51b45c6-7a47-4fda-bfcd-aae8caf45612"",""provenance"":""stm""},{""episode_id"":""a7e1c93c-026a-476b-b440-58b1e35c3abb"",""provenance"":""stm""},{""episode_id"":""fe81cd1d-729d-48fe-81ba-e45db6ab0a2a"",""provenance"":""stm""}]"
49,9,0,0,9,0,"[{""episode_id"":""2fbf176a-8f67-403d-8066-da5b52ba7f59"",""provenance"":""stm""},{""episode_id"":""66b3fd02-1571-40e4-b16f-809be793be3f"",""provenance"":""stm""},{""episode_id"":""addb7039-7702-488a-ad69-25bac166bb7a"",""provenance"":""stm""},{""episode_id"":""fd74da97-b662-4f95-9b5d-dce2b76016ef"",""provenance"":""stm""},{""episode_id"":""503a96f0-68e6-4bb7-bf56-a9eaeed94082"",""provenance"":""stm""},{""episode_id"":""79203071-25ac-4bcd-a105-7c04f6d479a4"",""provenance"":""stm""},{""episode_id"":""b47a553a-a075-4dd3-83a6-aedcda190c1a"",""provenance"":""stm""},{""episode_id"":""d91e4675-6664-45c3-9cc3-e2c2ecf98292"",""provenance"":""stm""},{""episode_id"":""f0e0740c-a36b-40cf-8436-7063ce4e91fc"",""provenance"":""stm""}]"
50,10,0,0,10,0,"[{""episode_id"":""a7e1c93c-026a-476b-b440-58b1e35c3abb"",""provenance"":""stm""},{""episode_id"":""fe81cd1d-729d-48fe-81ba-e45db6ab0a2a"",""provenance"":""stm""},{""episode_id"":""25002995-2604-494f-bd24-f4bdb4ed321c"",""provenance"":""stm""},{""episode_id"":""f51b45c6-7a47-4fda-bfcd-aae8caf45612"",""provenance"":""stm""},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""provenance"":""stm""},{""episode_id"":""0e3547d9-8a0c-4125-a56f-bef69f65d994"",""provenance"":""stm""},{""episode_id"":""2df0b5c0-6614-4581-b95b-25a0facd11c3"",""provenance"":""stm""},{""episode_id"":""51d28a25-239c-4048-891c-9b68f03c1a6a"",""provenance"":""stm""},{""episode_id"":""f184814c-0a82-401f-95c3-2db50d68e267"",""provenance"":""stm""},{""episode_id"":""f22180e9-0fa4-4fb2-8fca-1282f28e8654"",""provenance"":""stm""}]"
51,5,0,0,5,0,"[{""episode_id"":""4479ff71-3228-4f83-8bd6-067897312039"",""provenance"":""stm""},{""episode_id"":""4b20c2c1-a8b0-4652-afab-c7dff3741d8f"",""provenance"":""stm""},{""episode_id"":""83a9115f-e99f-4072-906d-5d696a18fe6c"",""provenance"":""stm""},{""episode_id"":""c9177183-413b-4ef8-a575-a3ec163c4386"",""provenance"":""stm""},{""episode_id"":""fd680909-3b1e-40f7-b51b-fdda45f5ff86"",""provenance"":""stm""}]"
52,5,0,0,5,0,"[{""episode_id"":""9e6e30c6-a20b-477c-9ca1-28749f99ebb6"",""provenance"":""stm""},{""episode_id"":""9fa39dad-8af3-451a-b85b-074878b3678c"",""provenance"":""stm""},{""episode_id"":""aa3dbb0b-1096-46be-a0c5-9bde9e4b4648"",""provenance"":""stm""},{""episode_id"":""bb8d0f97-a9bb-4cc8-bea7-8113a022340f"",""provenance"":""stm""},{""episode_id"":""f86ac065-f6bb-4ff7-8662-24b938599e20"",""provenance"":""stm""}]"
53,11,0,0,11,0,"[{""episode_id"":""0e3547d9-8a0c-4125-a56f-bef69f65d994"",""provenance"":""stm""},{""episode_id"":""2df0b5c0-6614-4581-b95b-25a0facd11c3"",""provenance"":""stm""},{""episode_id"":""51d28a25-239c-4048-891c-9b68f03c1a6a"",""provenance"":""stm""},{""episode_id"":""f184814c-0a82-401f-95c3-2db50d68e267"",""provenance"":""stm""},{""episode_id"":""f22180e9-0fa4-4fb2-8fca-1282f28e8654"",""provenance"":""stm""},{""episode_id"":""fe81cd1d-729d-48fe-81ba-e45db6ab0a2a"",""provenance"":""stm""},{""episode_id"":""758f53d8-16c4-4bed-9c10-2af6a2ee31f8"",""provenance"":""stm""},{""episode_id"":""f51b45c6-7a47-4fda-bfcd-aae8caf45612"",""provenance"":""stm""},{""episode_id"":""a7e1c93c-026a-476b-b440-58b1e35c3abb"",""provenance"":""stm""},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""provenance"":""stm""},{""episode_id"":""25002995-2604-494f-bd24-f4bdb4ed321c"",""provenance"":""stm""}]"
54,10,0,0,10,0,"[{""episode_id"":""503a96f0-68e6-4bb7-bf56-a9eaeed94082"",""provenance"":""stm""},{""episode_id"":""79203071-25ac-4bcd-a105-7c04f6d479a4"",""provenance"":""stm""},{""episode_id"":""b47a553a-a075-4dd3-83a6-aedcda190c1a"",""provenance"":""stm""},{""episode_id"":""d91e4675-6664-45c3-9cc3-e2c2ecf98292"",""provenance"":""stm""},{""episode_id"":""f0e0740c-a36b-40cf-8436-7063ce4e91fc"",""provenance"":""stm""},{""episode_id"":""2fbf176a-8f67-403d-8066-da5b52ba7f59"",""provenance"":""stm""},{""episode_id"":""66b3fd02-1571-40e4-b16f-809be793be3f"",""provenance"":""stm""},{""episode_id"":""7c2d5881-2725-486b-b792-4c55c60ebc20"",""provenance"":""stm""},{""episode_id"":""addb7039-7702-488a-ad69-25bac166bb7a"",""provenance"":""stm""},{""episode_id"":""fd74da97-b662-4f95-9b5d-dce2b76016ef"",""provenance"":""stm""}]"
55,11,0,0,11,0,"[{""episode_id"":""0a2d3eb3-88ab-4c99-9cfb-4ff4ad0f376a"",""provenance"":""stm""},{""episode_id"":""2f3fee96-f57b-4f43-aff7-b114a086418f"",""provenance"":""stm""},{""episode_id"":""660c1923-447f-458f-bc50-1ae3a4eaac5a"",""provenance"":""stm""},{""episode_id"":""b6719b47-dc74-470d-b71e-2ced653cd768"",""provenance"":""stm""},{""episode_id"":""fb5dd66b-f617-4923-9856-c0d20d4991f7"",""provenance"":""stm""},{""episode_id"":""012e10e2-0da9-4b96-9678-d473f14e34ab"",""provenance"":""stm""},{""episode_id"":""0e3547d9-8a0c-4125-a56f-bef69f65d994"",""provenance"":""stm""},{""episode_id"":""2df0b5c0-6614-4581-b95b-25a0facd11c3"",""provenance"":""stm""},{""episode_id"":""51d28a25-239c-4048-891c-9b68f03c1a6a"",""provenance"":""stm""},{""episode_id"":""f184814c-0a82-401f-95c3-2db50d68e267"",""provenance"":""stm""},{""episode_id"":""f22180e9-0fa4-4fb2-8fca-1282f28e8654"",""provenance"":""stm""}]"
56,8,0,0,8,0,"[{""episode_id"":""461ca34a-8299-40ed-93aa-6fec635580a6"",""provenance"":""stm""},{""episode_id"":""af2be6aa-378f-4aca-b542-bba94f7f84d4"",""provenance"":""stm""},{""episode_id"":""b0680986-d9bd-42cb-b6de-f75146f1fe33"",""provenance"":""stm""},{""episode_id"":""d7a540ee-540f-48c5-b8a0-fd7efab16139"",""provenance"":""stm""},{""episode_id"":""758f53d8-16c4-4bed-9c10-2af6a2ee31f8"",""provenance"":""stm""},{""episode_id"":""f51b45c6-7a47-4fda-bfcd-aae8caf45612"",""provenance"":""stm""},{""episode_id"":""a7e1c93c-026a-476b-b440-58b1e35c3abb"",""provenance"":""stm""},{""episode_id"":""fe81cd1d-729d-48fe-81ba-e45db6ab0a2a"",""provenance"":""stm""}]"
57,11,0,0,11,0,"[{""episode_id"":""2fbf176a-8f67-403d-8066-da5b52ba7f59"",""provenance"":""stm""},{""episode_id"":""66b3fd02-1571-40e4-b16f-809be793be3f"",""provenance"":""stm""},{""episode_id"":""7c2d5881-2725-486b-b792-4c55c60ebc20"",""provenance"":""stm""},{""episode_id"":""addb7039-7702-488a-ad69-25bac166bb7a"",""provenance"":""stm""},{""episode_id"":""fd74da97-b662-4f95-9b5d-dce2b76016ef"",""provenance"":""stm""},{""episode_id"":""503a96f0-68e6-4bb7-bf56-a9eaeed94082"",""provenance"":""stm""},{""episode_id"":""79203071-25ac-4bcd-a105-7c04f6d479a4"",""provenance"":""stm""},{""episode_id"":""b47a553a-a075-4dd3-83a6-aedcda190c1a"",""provenance"":""stm""},{""episode_id"":""d91e4675-6664-45c3-9cc3-e2c2ecf98292"",""provenance"":""stm""},{""episode_id"":""dee5cf3a-af6e-4555-a949-1db2626b52b0"",""provenance"":""stm""},{""episode_id"":""f0e0740c-a36b-40cf-8436-7063ce4e91fc"",""provenance"":""stm""}]"
58,12,0,0,12,0,"[{""episode_id"":""a7e1c93c-026a-476b-b440-58b1e35c3abb"",""provenance"":""stm""},{""episode_id"":""fe81cd1d-729d-48fe-81ba-e45db6ab0a2a"",""provenance"":""stm""},{""episode_id"":""25002995-2604-494f-bd24-f4bdb4ed321c"",""provenance"":""stm""},{""episode_id"":""758f53d8-16c4-4bed-9c10-2af6a2ee31f8"",""provenance"":""stm""},{""episode_id"":""f51b45c6-7a47-4fda-bfcd-aae8caf45612"",""provenance"":""stm""},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""provenance"":""stm""},{""episode_id"":""012e10e2-0da9-4b96-9678-d473f14e34ab"",""provenance"":""stm""},{""episode_id"":""0e3547d9-8a0c-4125-a56f-bef69f65d994"",""provenance"":""stm""},{""episode_id"":""2df0b5c0-6614-4581-b95b-25a0facd11c3"",""provenance"":""stm""},{""episode_id"":""51d28a25-239c-4048-891c-9b68f03c1a6a"",""provenance"":""stm""},{""episode_id"":""f184814c-0a82-401f-95c3-2db50d68e267"",""provenance"":""stm""},{""episode_id"":""f22180e9-0fa4-4fb2-8fca-1282f28e8654"",""provenance"":""stm""}]"
59,6,0,0,6,0,"[{""episode_id"":""4479ff71-3228-4f83-8bd6-067897312039"",""provenance"":""stm""},{""episode_id"":""4b20c2c1-a8b0-4652-afab-c7dff3741d8f"",""provenance"":""stm""},{""episode_id"":""83a9115f-e99f-4072-906d-5d696a18fe6c"",""provenance"":""stm""},{""episode_id"":""c9177183-413b-4ef8-a575-a3ec163c4386"",""provenance"":""stm""},{""episode_id"":""fd680909-3b1e-40f7-b51b-fdda45f5ff86"",""provenance"":""stm""},{""episode_id"":""c1ed7098-0d2f-48ab-a077-a352214f2edc"",""provenance"":""stm""}]"
60,6,0,0,6,0,"[{""episode_id"":""9e6e30c6-a20b-477c-9ca1-28749f99ebb6"",""provenance"":""stm""},{""episode_id"":""9fa39dad-8af3-451a-b85b-074878b3678c"",""provenance"":""stm""},{""episode_id"":""aa3dbb0b-1096-46be-a0c5-9bde9e4b4648"",""provenance"":""stm""},{""episode_id"":""bb8d0f97-a9bb-4cc8-bea7-8113a022340f"",""provenance"":""stm""},{""episode_id"":""d7510796-1bf2-441e-9d60-1a8df40fcdf9"",""provenance"":""stm""},{""episode_id"":""f86ac065-f6bb-4ff7-8662-24b938599e20"",""provenance"":""stm""}]"
61,13,0,0,13,0,"[{""episode_id"":""012e10e2-0da9-4b96-9678-d473f14e34ab"",""provenance"":""stm""},{""episode_id"":""0e3547d9-8a0c-4125-a56f-bef69f65d994"",""provenance"":""stm""},{""episode_id"":""2df0b5c0-6614-4581-b95b-25a0facd11c3"",""provenance"":""stm""},{""episode_id"":""51d28a25-239c-4048-891c-9b68f03c1a6a"",""provenance"":""stm""},{""episode_id"":""f184814c-0a82-401f-95c3-2db50d68e267"",""provenance"":""stm""},{""episode_id"":""f22180e9-0fa4-4fb2-8fca-1282f28e8654"",""provenance"":""stm""},{""episode_id"":""fe81cd1d-729d-48fe-81ba-e45db6ab0a2a"",""provenance"":""stm""},{""episode_id"":""758f53d8-16c4-4bed-9c10-2af6a2ee31f8"",""provenance"":""stm""},{""episode_id"":""dafc9a67-2a42-4fdc-9801-a6c5edc71b08"",""provenance"":""stm""},{""episode_id"":""f51b45c6-7a47-4fda-bfcd-aae8caf45612"",""provenance"":""stm""},{""episode_id"":""a7e1c93c-026a-476b-b440-58b1e35c3abb"",""provenance"":""stm""},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""provenance"":""stm""},{""episode_id"":""25002995-2604-494f-bd24-f4bdb4ed321c"",""provenance"":""stm""}]"
62,12,0,0,12,0,"[{""episode_id"":""503a96f0-68e6-4bb7-bf56-a9eaeed94082"",""provenance"":""stm""},{""episode_id"":""79203071-25ac-4bcd-a105-7c04f6d479a4"",""provenance"":""stm""},{""episode_id"":""b47a553a-a075-4dd3-83a6-aedcda190c1a"",""provenance"":""stm""},{""episode_id"":""d91e4675-6664-45c3-9cc3-e2c2ecf98292"",""provenance"":""stm""},{""episode_id"":""dee5cf3a-af6e-4555-a949-1db2626b52b0"",""provenance"":""stm""},{""episode_id"":""f0e0740c-a36b-40cf-8436-7063ce4e91fc"",""provenance"":""stm""},{""episode_id"":""2fbf176a-8f67-403d-8066-da5b52ba7f59"",""provenance"":""stm""},{""episode_id"":""66b3fd02-1571-40e4-b16f-809be793be3f"",""provenance"":""stm""},{""episode_id"":""7c2d5881-2725-486b-b792-4c55c60ebc20"",""provenance"":""stm""},{""episode_id"":""addb7039-7702-488a-ad69-25bac166bb7a"",""provenance"":""stm""},{""episode_id"":""d66c5563-b7f3-4079-b1c1-9a381b09a371"",""provenance"":""stm""},{""episode_id"":""fd74da97-b662-4f95-9b5d-dce2b76016ef"",""provenance"":""stm""}]"
